40 , 40 , 40 , 40 , 0 , 0 , 1 , 0 , 0 , 5 , 0 , 0 , 14 , 0 , , 0 , 6 , 0 ,-1.74,0.14,9.91 ,0.07,-0.30,-0.09
40 , 40 , 40 , 40 , 0.9664075374603271 , 20 , 1 , 6.498293687261112 , 19 , 5 , 6.173379002898056 , 20 , 14 , 6.498293687261112 , , 19 , 6 , 6.173379002898056 ,-2.35,-0.18,9.94 ,0.20,-0.07,-0.07
40 , 40 , 40 , 40 , 1.4957420825958252 , 41 , 1 , 8.607098877406376 , 40 , 5 , 8.397169636494024 , 42 , 14 , 8.817028118318726 , , 43 , 6 , 9.026957359231076 ,-2.35,-0.28,9.90 ,-0.02,-0.13,-0.10
40 , 40 , 40 , 40 , 2.0320041179656982 , 64 , 1 , 9.889743737389038 , 62 , 5 , 9.58068924559563 , 65 , 14 , 10.044270983285742 , , 66 , 6 , 10.198798229182447 ,-2.01,0.34,9.48 ,0.06,-0.13,-0.10
40 , 40 , 40 , 40 , 2.5425801277160645 , 86 , 1 , 10.620707566159188 , 84 , 5 , 10.373714366946185 , 87 , 14 , 10.74420416576569 , , 87 , 6 , 10.74420416576569 ,-1.91,-0.32,9.95 ,-0.02,-0.11,-0.06
40 , 40 , 40 , 40 , 3.069406747817993 , 107 , 1 , 10.946089182831322 , 106 , 5 , 10.843789283926355 , 108 , 14 , 11.048389081736287 , , 109 , 6 , 11.150688980641252 ,-2.78,0.16,9.65 ,0.15,-0.05,-0.05
40 , 40 , 40 , 40 , 3.5909371376037598 , 129 , 1 , 11.280063796112495 , 128 , 5 , 11.19262144110387 , 128 , 14 , 11.19262144110387 , , 130 , 6 , 11.367506151121118 ,-2.20,0.25,9.84 ,-0.05,-0.15,-0.06
80 , 80 , 80 , 80 , 4.111715316772461 , 151 , 1 , 11.53144037151341 , 150 , 5 , 11.455073216735174 , 150 , 14 , 11.455073216735174 , , 152 , 6 , 11.607807526291644 ,-2.06,-0.12,9.90 ,0.07,0.01,-0.09
80 , 80 , 80 , 80 , 4.623009204864502 , 171 , 1 , 11.614512889894568 , 170 , 5 , 11.54659176188349 , 170 , 14 , 11.54659176188349 , , 173 , 6 , 11.750355145916728 ,-2.66,0.20,9.99 ,0.22,-0.11,-0.05
80 , 80 , 80 , 80 , 5.171266078948975 , 192 , 1 , 11.658266869194465 , 191 , 5 , 11.597546729250743 , 191 , 14 , 11.597546729250743 , , 194 , 6 , 11.779707149081908 ,-2.23,-0.18,10.36 ,-0.10,-0.16,-0.05
80 , 80 , 80 , 80 , 5.687707185745239 , 213 , 1 , 11.759044165920209 , 212 , 5 , 11.703837385798519 , 212 , 14 , 11.703837385798519 , , 216 , 6 , 11.924664506285282 ,-2.86,-0.24,10.01 ,0.03,0.05,-0.13
80 , 80 , 80 , 80 , 6.217913627624512 , 233 , 1 , 11.766326195809635 , 232 , 5 , 11.715826941750366 , 233 , 14 , 11.766326195809635 , , 237 , 6 , 11.968323212046709 ,-2.52,-0.03,9.44 ,-0.05,-0.07,-0.01
80 , 80 , 80 , 80 , 6.722090244293213 , 253 , 1 , 11.81805020654745 , 252 , 5 , 11.771338545652004 , 253 , 14 , 11.81805020654745 , , 257 , 6 , 12.004896850129228 ,-2.20,0.03,9.47 ,-0.06,-0.09,-0.11
80 , 80 , 80 , 80 , 7.286627292633057 , 275 , 1 , 11.85047574579556 , 273 , 5 , 11.76429046764432 , 275 , 14 , 11.85047574579556 , , 279 , 6 , 12.022846302098042 ,-2.37,0.02,9.52 ,0.13,-0.06,-0.08
80 , 80 , 80 , 80 , 7.8041017055511475 , 296 , 1 , 11.90963463916518 , 293 , 5 , 11.788928882687156 , 296 , 14 , 11.90963463916518 , , 300 , 6 , 12.070575647802546 ,-2.26,-0.63,9.89 ,0.04,-0.17,-0.08
80 , 80 , 80 , 80 , 8.331316471099854 , 317 , 1 , 11.947451563661408 , 312 , 5 , 11.759005955401767 , 317 , 14 , 11.947451563661408 , , 321 , 6 , 12.098208050269125 ,-1.95,-0.66,9.70 ,0.08,-0.30,0.00
80 , 80 , 80 , 80 , 8.862246990203857 , 338 , 1 , 11.975743862399243 , 332 , 5 , 11.763156693244225 , 338 , 14 , 11.975743862399243 , , 343 , 6 , 12.152899836695088 ,-2.55,-0.30,9.52 ,0.22,-0.05,-0.09
80 , 80 , 80 , 80 , 9.378666400909424 , 358 , 1 , 11.985925844328968 , 353 , 5 , 11.818524645385825 , 359 , 14 , 12.019406084117596 , , 364 , 6 , 12.186807283060737 ,-1.85,-0.51,9.67 ,-0.01,-0.24,-0.05
80 , 80 , 80 , 80 , 9.89899206161499 , 378 , 1 , 11.990311666199656 , 373 , 5 , 11.831709660032995 , 380 , 14 , 12.053752468666321 , , 385 , 6 , 12.212354474832981 ,-2.13,-0.61,10.30 ,-0.06,-0.11,-0.03
80 , 80 , 80 , 80 , 10.43254280090332 , 399 , 1 , 12.009152743581545 , 394 , 5 , 11.858662107697064 , 401 , 14 , 12.06934899793534 , , 406 , 6 , 12.219839633819818 ,-2.04,-0.85,10.14 ,0.14,0.05,-0.05
80 , 80 , 80 , 80 , 10.952855348587036 , 419 , 1 , 12.012027531886703 , 414 , 5 , 11.868685914561087 , 421 , 14 , 12.069364178816949 , , 427 , 6 , 12.241374119607688 ,-2.92,-0.78,9.93 ,0.04,-0.08,-0.08
80 , 80 , 80 , 80 , 11.463375806808472 , 439 , 1 , 12.024904558928338 , 434 , 5 , 11.887946648234394 , 441 , 14 , 12.079687723205916 , , 448 , 6 , 12.271428798177437 ,-2.21,-0.76,9.39 ,0.10,-0.03,-0.08
80 , 80 , 80 , 80 , 11.97136926651001 , 459 , 1 , 12.039224318574275 , 454 , 5 , 11.908078084167148 , 461 , 14 , 12.091682812337128 , , 468 , 6 , 12.275287540507104 ,-2.96,0.02,10.21 ,0.15,-0.15,-0.14
80 , 80 , 80 , 80 , 12.513020753860474 , 480 , 1 , 12.04505314621974 , 475 , 5 , 11.919583842613285 , 482 , 14 , 12.095240867662323 , , 490 , 6 , 12.295991753432652 ,-1.80,-0.51,10.19 ,-0.00,-0.20,-0.02
80 , 80 , 80 , 80 , 13.021324396133423 , 500 , 1 , 12.057145281367838 , 494 , 5 , 11.912459537991424 , 503 , 14 , 12.129488153056045 , , 511 , 6 , 12.322402477557931 ,-2.31,-0.24,10.07 ,0.13,-0.09,-0.08
80 , 80 , 80 , 80 , 13.561578512191772 , 521 , 1 , 12.063050024223216 , 514 , 5 , 11.900974496066667 , 524 , 14 , 12.132510964861739 , , 533 , 6 , 12.3408937867773 ,-1.70,-0.01,9.81 ,0.07,-0.18,-0.06
80 , 80 , 80 , 80 , 14.071617841720581 , 542 , 1 , 12.09441600207575 , 536 , 5 , 11.960529478067532 , 545 , 14 , 12.16135926407986 , , 555 , 6 , 12.384503470760222 ,-1.70,-0.75,10.15 ,0.05,-0.18,-0.07
80 , 80 , 80 , 80 , 14.601006269454956 , 563 , 1 , 12.107521682928443 , 557 , 5 , 11.978489480268458 , 567 , 14 , 12.193543151368432 , , 576 , 6 , 12.387091455358407 ,-2.80,-0.59,10.44 ,0.05,-0.07,-0.02
80 , 80 , 80 , 80 , 15.101198196411133 , 583 , 1 , 12.122349340697053 , 577 , 5 , 11.99759102844288 , 587 , 14 , 12.2055215488665 , , 596 , 6 , 12.392659017247757 ,-2.48,-0.61,9.70 ,0.07,-0.13,0.00
80 , 80 , 80 , 80 , 15.636440753936768 , 605 , 1 , 12.149184267025184 , 598 , 5 , 12.008615192861258 , 608 , 14 , 12.209428155952583 , , 617 , 6 , 12.390159822734777 ,-2.27,-0.20,9.11 ,0.00,-0.08,-0.18
80 , 80 , 80 , 80 , 15.985052824020386 , 616 , 1 , 12.100304085911185 , 607 , 5 , 11.923513928811833 , 618 , 14 , 12.13959078748882 , , 628 , 6 , 12.336024295376987 ,-2.26,-0.03,9.47 ,0.15,-0.18,-0.15
80 , 80 , 80 , 80 , 15.985052824020386 , 616 , 1 , 12.100304085911185 , 607 , 5 , 11.923513928811833 , 618 , 14 , 12.13959078748882 , , 628 , 6 , 12.336024295376987 ,-1.03,-0.64,9.67 ,0.07,-0.29,-0.17
80 , 80 , 80 , 80 , 16.995989561080933 , 617 , 1 , 11.39904206835006 , 607 , 5 , 11.214292602088308 , 618 , 14 , 11.417517014976234 , , 630 , 6 , 11.639216374490337 ,0.32,-0.04,9.80 ,0.08,-0.08,-0.08
80 , 80 , 80 , 80 , 17.182674646377563 , 617 , 1 , 11.275194577512627 , 607 , 5 , 11.09245236393868 , 618 , 14 , 11.293468798870023 , , 631 , 6 , 11.531033676516156 ,-0.18,0.01,9.95 ,0.06,-0.10,-0.07
